0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,target
0.45454545454545453,0.09090909090909091,0.4090909090909091,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.9090909090909091,0.3181818181818182,0.4090909090909091,0.0,0.0,0.09090909090909091,0.3181818181818182,0.09090909090909091,0.5,0.0,0.0,0.25,0.5681818181818182,0.11363636363636363,0.06818181818181818,0.0,0.0,0
0.875,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.0625,0.0,0.125,0.75,0.0,0.0625,0.0625,0.8125,0.0625,0.0,0.0,0.3125,0.625,0.0625,0.0,0.0,0.0,0
0.8484848484848485,0.030303030303030304,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.18181818181818182,0.030303030303030304,0.09090909090909091,0.6666666666666666,0.0,0.06060606060606061,0.06060606060606061,0.696969696969697,0.18181818181818182,0.0,0.0,0.3333333333333333,0.5151515151515151,0.09090909090909091,0.06060606060606061,0.0,0.0,0
0.7,0.1,0.15,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.95,0.05,0.15,0.15,0.6,0.0,0.15,0.05,0.8,0.0,0.0,0.0,0.45,0.55,0.0,0.0,0.0,0.0,0
0.6666666666666666,0.06666666666666667,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.8666666666666667,0.0,0.2,0.26666666666666666,0.4,0.0,0.13333333333333333,0.26666666666666666,0.6,0.0,0.0,0.0,0.5333333333333333,0.4666666666666667,0.0,0.0,0.0,0.0,0
0.75,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.5,0.0,0.125,0.041666666666666664,0.6666666666666666,0.16666666666666666,0.0,0.0,0.5,0.375,0.041666666666666664,0.08333333333333333,0.0,0.0,0
0.6666666666666666,0.041666666666666664,0.25,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.08333333333333333,0.25,0.5,0.0,0.125,0.125,0.5833333333333334,0.16666666666666666,0.0,0.0,0.5,0.375,0.125,0.0,0.0,0.0,0
0.44,0.28,0.16,0.04,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.72,0.28,0.2,0.24,0.44,0.0,0.16,0.2,0.52,0.12,0.0,0.0,0.6,0.28,0.12,0.0,0.0,0.0,0
0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16071428571428573,0.8392857142857143,0.125,0.25,0.0,0.0,0.03571428571428571,0.21428571428571427,0.10714285714285714,0.6428571428571429,0.0,0.0,0.2857142857142857,0.44642857142857145,0.10714285714285714,0.16071428571428573,0.0,0.0,0
0.6666666666666666,0.06666666666666667,0.06666666666666667,0.0,0.0,0.06666666666666667,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.06666666666666667,0.7333333333333333,0.0,0.2,0.06666666666666667,0.6666666666666666,0.06666666666666667,0.0,0.0,0.6666666666666666,0.26666666666666666,0.0,0.06666666666666667,0.0,0.0,0
