WP:3844,GO:0000165,GO:0004896,KEGG:hsa04064,KEGG:hsa04210,KEGG:hsa04630,GO:0016209,GO:0098869,GO:0072593,GO:0006281,ExactMolWt,MolLogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,FractionCSP3,NumAromaticRings,MaxPartialCharge,MinPartialCharge,NumNitrogen,NumOxygen
1,0,0,0,0,0,1,0,0,0,298.05090527199997,3.835600000000002,76.21,2,3,2,0.0,3,0.3359557135243252,-0.4776216511968338,2,2
1,0,0,0,0,0,0,0,0,0,452.2172033759999,1.9299999999999997,115.15000000000002,2,9,7,0.391304347826087,3,0.35408865470194595,-0.5072496970533041,6,4
1,0,0,0,0,0,0,0,0,0,426.1539344239999,1.9573999999999996,127.13000000000001,2,9,7,0.3333333333333333,3,0.354151828425719,-0.5079428928959914,4,6
1,0,0,0,0,0,0,0,0,0,548.2035253839999,6.658000000000005,87.8,1,5,6,0.3333333333333333,4,0.4167199929973949,-0.477631782448625,4,3
1,0,0,0,0,0,0,0,0,0,475.23318778799995,2.7057,110.71000000000002,2,8,7,0.36,4,0.3540886546242096,-0.4765081640432166,7,3
1,0,0,0,0,0,0,0,0,0,448.18590324799993,2.1363999999999996,127.7,3,8,6,0.30434782608695654,4,0.35408865464383865,-0.47650816404319135,6,4
1,0,0,0,0,0,0,0,0,0,314.13789043599996,0.7876999999999995,87.32,2,5,4,0.3125,2,0.25249559802910343,-0.3777758792582736,4,3
1,0,0,0,0,0,1,1,0,0,450.18042394400004,4.489500000000002,122.19000000000001,3,6,5,0.15384615384615385,5,0.35588152243718346,-0.47646042626062335,6,2
1,0,0,0,0,0,1,0,0,0,314.0691421799999,3.2901000000000016,71.67,1,4,1,0.0,5,0.33581694264369777,-0.4776232715487181,2,3
1,1,0,0,0,0,1,0,0,0,358.109961436,4.264100000000002,107.11,4,4,3,0.23529411764705882,3,0.3382223279829192,-0.47756084812394245,4,3
1,0,0,0,0,0,1,0,0,0,339.0943092839999,2.63812,85.31000000000002,1,6,3,0.2857142857142857,3,0.4330645779262424,-0.4764590118146181,5,2
1,0,0,0,0,0,0,0,0,0,429.14484695999994,1.4754999999999998,140.93,4,9,6,0.3,3,0.354088532142924,-0.5043202695655056,5,5
1,0,0,0,0,0,0,0,0,0,439.18556889999996,1.66912,132.14,3,9,6,0.36363636363636365,3,0.3540886546361774,-0.5079558042941889,5,5
1,0,0,0,0,0,0,0,0,0,443.16049702399994,1.4997999999999998,132.14,3,9,6,0.3333333333333333,3,0.3540886547215753,-0.5071391978107053,5,5
1,0,0,0,0,0,0,0,0,0,411.15426877199997,1.3363999999999998,140.93,4,9,6,0.3,3,0.35408853205065766,-0.5079662294393079,5,5
1,0,0,0,0,0,1,0,0,0,298.050905272,3.9568200000000022,63.08,1,3,2,0.0625,3,0.3359550148997759,-0.47762165507762167,2,2
1,0,0,0,0,0,0,0,0,0,400.09383270399996,2.888600000000001,97.67,1,7,4,0.2631578947368421,3,0.35406346459457444,-0.49674447214918427,4,4
1,0,0,0,0,0,0,0,0,0,448.18590324799993,2.7662000000000004,125.49,3,8,7,0.30434782608695654,4,0.3540885320650613,-0.47650816471726243,6,4
1,0,0,0,0,0,0,0,0,0,470.2077815639999,2.0690999999999993,115.15000000000002,2,9,7,0.391304347826087,3,0.35408865470207246,-0.5072460485116097,6,4
1,0,0,0,0,0,1,0,0,0,283.084457896,2.872200000000001,61.56,0,5,3,0.125,3,0.3465911416886014,-0.4965985868426883,1,4
1,0,0,0,0,0,0,0,0,0,426.1539344239999,1.9574,127.13000000000001,2,9,7,0.3333333333333333,3,0.3541518284255521,-0.5079662294393078,4,6
1,0,0,0,0,0,0,0,0,0,443.16049702399994,1.4997999999999998,132.14,3,9,6,0.3333333333333333,3,0.35408865472171,-0.5043202695655008,5,5
1,0,0,0,0,0,0,0,0,0,439.18556889999996,2.0147999999999997,121.14,2,9,7,0.36363636363636365,3,0.3540886546296185,-0.5079428928960564,5,5
1,0,0,0,0,0,0,0,0,0,443.16049702399994,2.1296,129.92999999999998,3,9,7,0.3333333333333333,3,0.3540885321427976,-0.5071391978107127,5,5
1,0,0,0,0,0,1,0,0,0,227.072847656,0.2998,88.84,2,4,5,0.4444444444444444,1,0.2512518936040472,-0.36894737401964756,3,2
1,0,0,0,0,0,1,0,0,0,416.18484062799996,2.4052999999999995,78.53,1,5,4,0.2916666666666667,3,0.25249559880792743,-0.3777758792582736,4,3
1,0,0,0,0,0,0,0,0,0,409.17500421599993,1.7848999999999997,111.91000000000001,2,8,5,0.3333333333333333,3,0.3540886531421124,-0.4765081640471204,5,4
1,0,0,0,0,0,0,0,0,0,457.17614708799994,2.1538999999999997,121.14,2,9,7,0.36363636363636365,3,0.3540886547215838,-0.5071391978107053,5,5
1,0,0,0,0,0,0,0,0,0,443.16049702399994,2.1296,129.92999999999998,3,9,7,0.3333333333333333,3,0.3540885321429241,-0.5072460485116174,5,5
1,0,0,0,0,0,1,0,0,0,408.17975524799994,2.710820000000001,96.16999999999999,2,7,5,0.3181818181818182,3,0.33729734455127175,-0.4775834854032876,4,4
1,0,0,0,0,0,0,0,0,0,408.17975524799994,2.710820000000001,96.17,2,7,5,0.3181818181818182,3,0.33729734455127175,-0.4775834854032876,4,4
1,0,0,0,0,0,0,0,0,0,408.17975524799994,2.710820000000001,96.17,2,7,5,0.3181818181818182,3,0.33729734455127175,-0.4775834854032876,4,4
1,0,0,0,0,0,0,0,0,0,404.15968849999996,2.1642799999999998,115.47000000000001,1,8,4,0.2857142857142857,3,0.35408865314215254,-0.4765081640471204,6,3
1,0,0,0,0,0,1,0,0,0,283.084457896,2.872200000000001,61.56,0,5,3,0.125,3,0.34659112380132334,-0.4928695079116507,1,4
1,0,0,0,0,0,0,0,0,0,443.16049702399994,2.1296,129.92999999999998,3,9,7,0.3333333333333333,3,0.35408853214293246,-0.5043202695655056,5,5
1,0,0,0,0,0,0,0,0,0,352.11715499199994,1.9322,108.67,2,7,3,0.2222222222222222,3,0.3540077260828034,-0.5079662294393081,4,4
1,0,0,0,0,0,1,1,0,0,426.18042394400004,2.599,142.39,3,6,5,0.16666666666666666,4,0.26868444228712274,-0.365478491662139,6,2
1,0,0,0,0,0,0,0,0,0,429.14484695999994,1.4754999999999998,140.93,4,9,6,0.3,3,0.3540885320509493,-0.5078326517209875,5,5
1,0,0,0,0,0,0,0,0,0,425.16991883599997,1.1231,140.93,4,9,7,0.3333333333333333,3,0.35408853205066965,-0.47650816471728086,5,5
1,0,0,0,0,0,0,0,0,0,427.1655824039999,1.9239999999999997,111.91000000000001,2,8,5,0.3333333333333333,3,0.3540886531421127,-0.4765081640471204,5,4
1,0,0,0,0,0,0,0,0,0,425.16991883599997,1.9904999999999997,129.92999999999998,3,9,7,0.3333333333333333,3,0.35408853205066615,-0.5079662294393079,5,5
1,0,0,0,0,0,0,0,0,0,481.211389724,4.714840000000003,113.82000000000001,2,6,5,0.2857142857142857,4,0.3354511407268324,-0.477632038083341,5,3
1,0,0,0,0,0,0,0,0,0,457.17614708799994,2.1538999999999997,121.14,2,9,7,0.36363636363636365,3,0.3540886547217185,-0.5043202695655008,5,5
1,0,0,1,0,0,1,1,0,0,469.04258885200005,5.730000000000003,78.61,2,3,4,0.0,5,0.2598062907291232,-0.33845196089793694,3,2
1,0,0,1,0,0,1,1,0,0,425.093104432,5.620900000000003,78.61,2,3,4,0.0,5,0.25980629555235113,-0.33845196089793694,3,2
1,0,0,1,0,0,1,1,0,0,405.1477268480001,5.275920000000004,78.61,2,3,4,0.038461538461538464,5,0.25980627968795234,-0.33845196089793694,3,2
1,0,0,0,0,0,0,0,0,0,366.132805056,2.2352,97.67,1,7,4,0.2631578947368421,3,0.3540077260829699,-0.49674447214924045,4,4
1,0,0,1,0,0,1,0,0,0,425.09310443199996,5.620900000000003,78.61,2,3,4,0.0,5,0.25980629555235113,-0.33845196089793694,3,2
1,0,0,0,0,0,0,0,0,0,423.19065427999993,2.439,100.91000000000001,1,8,6,0.36363636363636365,3,0.3540886531421124,-0.4765081640471204,5,4
1,0,0,0,0,0,0,0,0,0,459.171810656,2.5874000000000006,100.91000000000001,1,8,7,0.36363636363636365,3,0.3540886546297014,-0.4765081640432096,5,4
1,0,0,0,0,0,0,0,0,0,439.18556889999996,2.0147999999999997,121.14,2,9,7,0.36363636363636365,3,0.3540886546294518,-0.5079662294393079,5,5
1,0,0,0,0,0,0,0,0,0,444.1445126119999,2.0965,127.13000000000001,2,9,7,0.3333333333333333,3,0.3541518284258441,-0.5078326517209221,4,6
1,0,0,0,0,0,0,0,0,0,462.201553312,2.7905000000000006,116.7,2,8,7,0.3333333333333333,4,0.3540886546294776,-0.4765081640432097,6,4
1,1,0,0,0,0,1,1,0,0,213.090211972,1.3626,57.78,2,2,1,0.16666666666666666,2,0.2526387632692277,-0.3576759981277053,3,1
1,0,0,0,0,0,1,0,0,0,307.12084340399997,3.717200000000002,63.24,1,3,1,0.21052631578947367,2,0.23374481943950534,-0.32561664284526265,1,3
1,0,0,0,0,0,0,0,0,0,272.068473484,2.3300000000000005,83.83000000000001,2,4,4,0.06666666666666667,2,0.3359387535008267,-0.5070406835606905,0,5
1,0,0,0,0,0,0,0,0,0,350.10487605599997,1.0627,88.02,1,8,3,0.5333333333333333,2,0.34546334919239285,-0.4770486283402789,4,4
1,0,0,0,0,0,1,0,0,0,322.06234254799995,1.7764,118.72000000000001,3,5,5,0.07142857142857142,2,0.3373354206498548,-0.49676588321996545,2,5
1,0,0,0,0,0,0,0,0,0,369.10010795999995,4.862300000000004,82.55000000000001,3,4,2,0.0,4,0.2352261258955072,-0.5076781655911451,1,4
1,1,0,0,0,0,1,1,0,0,353.119797848,3.5024400000000018,67.75,1,5,6,0.21052631578947367,3,0.25891236125186085,-0.34468403152328564,3,2
1,0,0,0,0,0,1,0,0,0,354.16919056399996,1.2993,78.53,1,5,3,0.42105263157894735,2,0.2524955988079356,-0.3777758792582736,4,3
1,0,0,0,0,0,1,1,0,0,555.2270397880001,6.1421000000000054,104.11000000000001,2,6,6,0.17647058823529413,6,0.33526079829838523,-0.4776383036006928,5,3
1,0,0,0,0,0,1,1,0,0,555.2270397880001,6.142100000000005,104.11000000000001,2,6,6,0.17647058823529413,6,0.33526079829838523,-0.4776383036006928,5,3
1,0,0,0,0,0,0,0,0,0,474.09218043199996,2.35832,152.95,3,8,5,0.1,4,0.2644938817850232,-0.4795000602091321,6,4
1,0,0,0,0,0,1,0,0,0,493.175004216,4.380320000000002,126.07,3,7,6,0.10714285714285714,5,0.3417192302724082,-0.462285848676212,5,4
1,0,0,0,0,0,0,0,0,0,439.18556889999996,1.1473999999999993,132.14,3,9,7,0.36363636363636365,3,0.3540886546294553,-0.4765081640432098,5,5
1,0,0,0,0,0,0,0,0,0,439.18556889999996,1.7772,129.92999999999998,3,9,8,0.36363636363636365,3,0.35408853205066587,-0.47650816471728086,5,5
1,0,0,0,0,0,1,1,0,0,384.15862588,4.099400000000002,93.51,2,5,4,0.17391304347826086,4,0.35585721114805174,-0.4764607023322138,4,2
1,0,0,0,0,0,0,0,0,0,342.149204068,2.2591200000000002,94.03,2,6,3,0.2777777777777778,3,0.2596857145614473,-0.3886059553718065,4,2
1,0,0,0,0,0,1,0,0,0,314.08374668799996,2.7316400000000005,80.38,1,6,4,0.2,3,0.3379485186411175,-0.4775682490524929,4,2
1,1,0,0,0,0,0,0,0,0,270.05282342,1.8872200000000001,94.83,3,5,0,0.06666666666666667,2,0.20147269602940907,-0.5077973188636857,0,5
1,0,0,0,0,0,0,0,0,0,442.14078289599996,3.3642200000000013,96.17,2,7,5,0.3181818181818182,3,0.33729915147300665,-0.47758347549800206,4,4
1,0,0,0,0,0,1,0,0,0,277.09502258000003,1.77,94.91000000000001,2,4,3,0.35714285714285715,1,0.3389718236689379,-0.5069713846262269,1,5
1,0,0,0,0,0,1,0,0,0,249.066889684,1.7843999999999998,57.78,2,2,1,0.16666666666666666,2,0.2526387632692277,-0.3576759981277053,3,1
1,0,0,0,0,0,1,0,0,0,357.180089596,0.8536999999999999,90.56,2,6,5,0.3888888888888889,2,0.2524955980291035,-0.3777758792582736,5,3
1,0,0,0,0,0,0,0,0,0,453.20121896399996,1.8014999999999997,121.14,2,9,8,0.391304347826087,3,0.3540886546294515,-0.4765081640432098,5,5
1,0,0,0,0,0,1,0,0,0,442.0832680200001,5.306780000000003,136.92999999999998,2,6,3,0.08333333333333333,3,0.3367074200617306,-0.4776007947823915,4,3
1,0,0,0,0,0,1,0,0,0,442.08326802000016,3.6041800000000013,139.82999999999998,3,5,3,0.041666666666666664,2,0.3367074200617306,-0.4776007947823915,4,3
1,0,0,0,0,0,0,0,0,0,457.17614708799994,1.2864999999999995,132.14,3,9,7,0.36363636363636365,3,0.3540886546294556,-0.4765081640432098,5,5
1,0,0,0,0,0,0,0,0,0,364.16477388000004,1.9963199999999997,122.71000000000001,3,7,3,0.2631578947368421,4,0.25974346153349204,-0.3886059553717483,6,2
1,0,0,0,0,0,1,0,0,0,405.205241724,4.144800000000004,65.64,1,3,6,0.3333333333333333,3,0.32010939168241115,-0.49386469615777084,3,3
1,0,0,0,0,0,0,0,0,0,401.185174976,2.7510000000000012,76.04,1,6,4,0.2608695652173913,4,0.25249476745672883,-0.3777758792582737,5,2
1,0,0,0,0,0,1,0,0,0,348.098918084,1.4410999999999996,87.32,2,5,4,0.3125,2,0.25249559802910343,-0.3777758792582736,4,3
1,0,0,0,0,0,1,0,0,0,332.128468624,0.9267999999999995,87.32,2,5,4,0.3125,2,0.25249559802910343,-0.3777758792582736,4,3
1,0,0,0,0,0,1,1,0,0,289.036652176,1.5381999999999996,109.99999999999999,3,5,1,0.0,2,0.2591653571436221,-0.36553107248357825,5,2
1,0,0,1,0,0,1,0,0,0,261.090211972,2.8428000000000004,50.160000000000004,1,3,1,0.0,4,0.2595740508319809,-0.32445541052834265,3,1
1,0,0,0,1,0,1,0,0,0,281.06636322,4.147200000000001,49.33,2,2,3,0.07142857142857142,2,0.41598550592029687,-0.4775833405203052,1,2
1,0,0,0,1,0,1,0,0,0,240.042258736,1.8732000000000002,74.6,2,4,0,0.0,2,0.20146748032517647,-0.5071590533791949,0,4
1,0,0,0,0,0,0,0,0,0,454.1964679319999,1.7883999999999998,125.93000000000002,2,9,5,0.45454545454545453,3,0.3390019860899426,-0.4958548012218885,6,5
1,0,0,0,0,0,0,0,0,0,436.076074464,5.413900000000003,79.9,2,5,3,0.13636363636363635,4,0.2230517117178061,-0.49092396919313314,4,2
1,0,0,0,0,0,1,0,0,0,511.16558240399996,4.519420000000003,126.07,3,7,6,0.10714285714285714,5,0.34172111694885443,-0.4622858382967268,5,4
1,0,0,0,0,0,0,0,0,0,457.17614708799994,2.1538999999999997,121.14,2,9,7,0.36363636363636365,3,0.35408865462974354,-0.5078326517209875,5,5
1,0,0,0,0,0,0,0,0,0,439.18556889999996,1.7771999999999997,129.93,3,9,8,0.36363636363636365,3,0.35408853205066965,-0.47650816471728086,5,5
1,0,0,0,0,0,0,0,0,0,453.20121896399996,2.4313000000000002,118.92999999999999,2,9,9,0.391304347826087,3,0.35408853205067814,-0.47650816471728086,5,5
1,0,0,0,0,0,0,0,0,0,352.15354049999996,3.065100000000001,100.87,2,5,4,0.3684210526315789,3,0.33517897868822355,-0.47763924655010087,4,3
1,0,0,0,0,0,1,0,0,0,444.09259711999994,1.5482999999999996,103.44,1,6,5,0.25,3,0.2589123671076532,-0.3393239108474279,4,4
1,0,0,0,0,0,1,0,0,0,320.094311372,0.8491999999999994,87.32,2,6,4,0.35714285714285715,2,0.25249559802912,-0.3777758792582736,4,3
1,0,0,0,0,0,1,0,0,0,448.06477591199996,4.921000000000004,65.98,2,2,7,0.3,3,0.30347630573731793,-0.48121413601521057,2,2
1,0,0,0,0,0,1,0,0,0,298.108420148,3.017440000000001,75.21,2,3,5,0.42857142857142855,2,0.3032973317382149,-0.4932460157750245,2,3
1,0,0,0,0,0,0,0,0,0,453.20121896399996,1.8014999999999997,121.14,2,9,8,0.391304347826087,3,0.3540886546294553,-0.4765081640432098,5,5
1,0,0,0,0,0,0,0,0,0,453.20121896399996,1.8014999999999997,121.14,2,9,8,0.391304347826087,3,0.3540886546294639,-0.4765081640432098,5,5
1,0,0,1,0,0,1,1,0,0,503.0036165000001,6.383400000000003,78.61,2,3,4,0.0,5,0.25980629555235113,-0.33841939644909197,3,2
1,0,0,1,0,0,1,1,0,0,443.08368262000005,5.7600000000000025,78.61,2,3,4,0.0,5,0.25980629555235113,-0.33836657227875155,3,2
1,0,0,0,0,0,1,0,0,0,479.15935415199993,3.9902200000000025,126.06999999999998,3,7,5,0.07407407407407407,5,0.3414535518944739,-0.4653120509638386,5,4
1,0,0,1,0,0,1,1,0,0,439.10875449599996,5.929320000000004,78.61,2,3,4,0.038461538461538464,5,0.25980629555235113,-0.3384438861747762,3,2
1,0,0,0,0,0,1,0,0,0,390.13394792800005,0.7133999999999998,113.61999999999998,2,7,5,0.3333333333333333,2,0.3404224645596396,-0.46534041697106016,4,5
1,0,0,1,0,0,1,1,0,0,445.103811348,5.384800000000003,78.61,2,3,4,0.0,5,0.25980631521185743,-0.33836657227875155,3,2
1,0,0,0,0,0,1,0,0,0,340.15354049999996,0.7383,78.53,1,5,3,0.3888888888888889,2,0.25249559880792743,-0.3777758792582736,4,3
1,0,0,0,0,0,1,0,0,0,350.11904681199997,1.0658999999999996,87.32,2,5,4,0.3125,2,0.2524955980291035,-0.3777758792582736,4,3
1,0,0,0,0,0,1,0,0,0,332.128468624,0.9267999999999995,87.32,2,5,4,0.3125,2,0.252495598029164,-0.3777758792582736,4,3
1,0,0,0,0,0,0,0,0,0,387.16952491200004,2.7406000000000006,86.9,2,5,4,0.22727272727272727,4,0.2524947667143907,-0.3777758792582737,5,2
1,0,0,0,0,0,0,0,0,0,338.18550932400007,2.9552400000000008,88.49000000000001,2,6,3,0.4444444444444444,3,0.261410442609423,-0.35722800225209905,6,1
1,0,0,0,0,0,1,0,0,0,328.15354049999996,1.09612,87.32,2,5,4,0.35294117647058826,2,0.25249559802910937,-0.3777758792582736,4,3
1,0,0,0,0,0,0,0,0,0,563.214424416,6.240200000000005,113.82000000000001,2,6,6,0.3333333333333333,4,0.41671999299739493,-0.47763178244851967,5,3
1,0,0,0,0,0,0,0,0,0,467.12633977200005,3.7767000000000026,130.46,2,7,7,0.22727272727272727,3,0.3377870864733266,-0.46251239611186923,5,5
1,0,0,0,0,0,1,1,0,0,354.95697615599994,4.566500000000002,73.32000000000001,3,3,1,0.0,3,0.2907031549941997,-0.5073068057525932,1,3
1,0,0,0,0,0,1,1,0,0,279.12592878400005,4.206800000000003,50.19,1,2,1,0.3333333333333333,2,0.3362387901752861,-0.47761430022611895,1,2
1,0,0,0,0,0,1,0,0,0,231.089543276,1.8996199999999996,59.160000000000004,1,3,2,0.23076923076923078,2,0.30246396170789674,-0.4607884986592545,1,3
1,0,0,0,0,0,1,0,0,0,417.180089596,1.8002999999999991,91.42,1,6,4,0.30434782608695654,3,0.25249559880792743,-0.3777758792582736,5,3
1,0,0,0,0,0,0,0,0,0,370.0953569279999,4.257300000000003,95.44000000000001,3,5,2,0.0,4,0.23522613412912885,-0.5076781655911451,2,4
1,0,0,0,0,0,0,0,0,0,419.1157580239999,6.015500000000006,82.55000000000001,3,4,2,0.0,5,0.23522612589552877,-0.5076781655911451,1,4
1,0,0,0,0,0,1,0,0,0,377.137556088,2.847500000000001,99.60000000000001,2,5,5,0.23809523809523808,2,0.33737658707991375,-0.4775825530412024,3,4
1,0,0,0,0,0,1,0,0,0,350.11904681199997,1.0658999999999996,87.32,2,5,4,0.3125,2,0.252495598029164,-0.3777758792582736,4,3
1,0,0,0,0,0,1,0,0,0,392.048402504,1.5501999999999994,87.32,2,5,4,0.3125,2,0.25249559802910343,-0.3777758792582736,4,3
1,0,0,0,0,0,1,0,0,0,348.098918084,1.4410999999999994,87.32,2,5,4,0.3125,2,0.25249559802910343,-0.3777758792582736,4,3
1,0,0,0,0,0,1,0,0,0,332.128468624,0.9267999999999995,87.32,2,5,4,0.3125,2,0.2524955980291035,-0.3777758792582736,4,3
1,0,0,0,0,0,0,0,0,0,340.16477388000004,1.5482199999999997,122.71,3,7,2,0.4117647058823529,3,0.25996325522398195,-0.39312858665692846,6,2
1,0,0,0,0,0,1,0,0,0,328.15354049999996,1.09612,87.32,2,5,4,0.35294117647058826,2,0.25249559802910343,-0.3777758792582736,4,3
1,0,0,0,0,0,1,0,0,0,405.20524172399996,3.5993400000000024,65.64,1,3,4,0.3333333333333333,3,0.3202710686329153,-0.3777717350946131,3,3
1,0,0,0,0,0,0,0,0,0,284.138559132,1.6531199999999997,102.48,2,6,2,0.2857142857142857,3,0.25994368322406036,-0.36772218489739683,6,1
1,0,0,0,0,0,1,0,0,0,391.0838062639999,1.3823199999999998,127.45,2,8,6,0.23529411764705882,2,0.33744650763390666,-0.4654163168108841,3,6
1,0,0,0,0,0,1,0,0,0,270.122909068,1.0921199999999998,102.47999999999999,2,6,2,0.23076923076923078,3,0.2611360923916482,-0.3677221860146461,6,1
1,0,0,0,0,0,0,0,0,0,270.122909068,1.0921199999999998,102.48,2,6,2,0.23076923076923078,3,0.2611360923916482,-0.3677221860146461,6,1
