SMILES,WP:3844,GO:0000165,GO:0004896,KEGG:hsa04064,KEGG:hsa04210,KEGG:hsa04630,GO:0016209,GO:0098869,GO:0072593,GO:0006281
CC1=NC=CC(=C1)C2=NNC3=CC(=NC=C32)NC(=O)N[C@H](CN)C4=CC=CC=C4,0,1,0,0,0,0,0,1,0,0
CC1=NC=CC(=C1)C2=NNC3=CC(=NC=C32)NC(=O)N[C@H]4CCOC4=O,0,1,0,0,0,0,0,1,0,0
CC1=NC=CC(=C1)C2=NNC3=CC(=NC=C32)NC(=O)NC(CF)C4=CC=CC=C4,0,1,0,0,0,0,0,1,0,0
CC1=NC=CC(=C1)C2=NNC3=CC(=NC=C32)NC(=O)NC(CN)C4=CC=CC=C4,0,1,0,0,0,0,0,1,0,0
Cc1noc(C)c1S(=O)(=O)N1CCC(CC1)C(=O)N1CCCc2c1cccc2C(O)=O,0,0,0,0,0,1,0,0,0,0
CCc1c(nnn1-c1cccc(NS(=O)(=O)c2ccc(CCC(C)C)cc2)c1)C(O)=O,0,0,0,0,0,1,0,0,0,0
CCn1c(CCC(=O)Nc2nc3ccccc3[nH]2)nc2cc(ccc12)S(N)(=O)=O,0,0,0,0,0,1,0,0,0,0
CCNC1=NC=C(C(=N1)C2=CNC(=C2)C(=O)N3CCC4=CC=CC=C4C3)C,0,1,0,0,0,0,0,1,0,0
CCNC1=NC=C(C(=N1)C2=CNC(=C2)C(=O)NCC3=CC=CC=C3OC)C,0,1,0,0,0,0,0,1,0,0
CCOC(=O)C1=CN=C(N=C1NN2C(=O)C=C(C2=O)C)C3=CC(=CC=C3)OC,0,1,0,1,0,0,0,0,0,0
CCOC(=O)C1=CN=C(N=C1NN2C(=O)C=C(C2=O)C)C3=CC4=CC=CC=C4N=C3,0,1,0,1,0,0,0,0,0,0
CN(C)S(=O)(=O)c1cc(NC(=O)COC(=O)c2cc(C)nc3ccccc23)ccc1Cl,0,0,0,0,0,1,0,0,0,0
CN(C)S(=O)(=O)c1cccc(COC(=O)c2cc(nc3ccccc23)-c2cccs2)c1,0,0,0,0,0,1,0,0,0,0
CN1CCCN=C1/C=C/c1cc(O)ccc1.OC(=O)c1c(Cc2c(C(=O)O)c(O)cc3ccccc23)c2c(cccc2)cc1O,0,0,0,0,1,0,0,0,0,0
CNC1CCCN(C1)c1c(F)cc2c(c1OC)n(cc(C(O)=O)c2=O)C1CC1,0,0,0,0,1,0,0,0,0,0
COC[C@@H](C1=CC=CC=C1)NC(=O)NC2=NC=C3C(=C2)NN=C3C4=CC=C(C=C4)F,0,1,0,0,0,0,0,1,0,0
COC[C@H](C1=CC=CC=C1)NC(=O)NC2=NC=C3C(=C2)NN=C3C4=CN=C(N=C4)OC,0,1,0,0,0,0,0,1,0,0
COC1=CC(=C(C=C1)C2CC3=NC(=NC=C3C(=O)C2)NC(=O)C4=CC=CC=C4OC)OC,0,1,0,0,0,0,0,1,0,0
COC1=CC=C(C=C1)CNC(=O)C2=CC(=CN2)C3=C(C=NN3)C4=CC(=CC=C4)Cl,0,1,0,0,0,0,0,1,0,0
CS(=O)(=O)N1CCCc2cc(ccc12)C(=O)CSc1nnc([nH]1)-c1ccccc1,0,0,0,0,0,1,0,0,0,0
CS(=O)(=O)Nc1ccc(cc1)-c1csc(NC(=O)c2ccc3NC(=O)CCc3c2)n1,0,0,0,0,0,1,0,0,0,0
NS(=O)(=O)c1ccc(NC(=O)COC(=O)c2cc(nc3ccccc23)-c2cccs2)cc1,0,0,0,0,0,1,0,0,0,0
[O-][N+](=O)c1ccc(cc1)-c1nc(c([nH]1)-c1ccncc1)-c1ccc(F)cc1,0,1,0,0,1,0,0,0,0,0
C/C(=N\NC1=CC=C(C=C1)C(=O)O)/C2=CC(=C(C=C2)OC)OC.OS(=O)(=O)O,0,0,0,1,0,1,0,0,0,0
C\1C2=C(C=C(C=C2)O)C(=O)/C1=C/C3=CN=CC=C3.Cl,0,1,0,0,0,0,0,0,0,0
C1=C(C=C(C=C1C(F)(F)F)C(F)(F)F)CN2C(=O)C3=CN=C(N=C3C2=O)Cl,0,1,0,0,0,0,0,0,0,0
C1=CC(=CC(=C1)C(F)(F)F)C(=O)NC2=CC3=C(C=C2)C(=O)NC3=O,0,0,0,0,0,0,0,0,1,0
C1=CC(=CC(=C1)C2=CC(=C3C(=C2)C=CN3)C(=O)N)C#N,0,0,0,1,0,0,0,0,0,0
C1=CC(=CC(=C1)Cl)C2=NC3=C(C=C(C=C3)Br)C(=O)N2O,0,0,0,0,0,0,0,0,1,0
C1=CC(=CC=C1C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)[N+](=O)[O-],0,1,0,0,0,0,0,1,0,0
C1=CC(=CC=C1C2=NNC3=CC(=NC=C32)NC(=O)N)F,0,1,0,0,0,0,0,1,0,0
C1=CC=C(C(=C1)C2=NN=C(O2)NC(=O)C3=CC=CO3)Cl,0,0,0,0,0,0,0,0,1,0
C1=CC=C(C=C1)C(=O)CSC2=NC(=C(N=N2)C3=CC=CO3)C4=CC=CO4,0,0,0,0,0,0,0,0,1,0
C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)N/N=C/C3=CC=NC=C3,0,0,0,0,0,1,1,0,0,0
C1=CC=C(C=C1)C(=O)OC2=CC=C(C=C2)C3=NC(=NO3)C4=CC=CC=N4,0,0,0,0,0,1,0,0,0,0
C1=CC=C(C=C1)C2=CC(=O)N3C(=N2)C(=C(N3)N)N=NC4=CC=CC=C4,0,1,0,0,0,0,0,0,0,0
C1=CC=C(C=C1)CCNC(=O)C2=NOC(=C2)C3=CC=CO3,0,0,0,1,0,0,0,0,0,0
C1=CC=C(C=C1)CN2C=CC=C(C2=O)C(=O)NC3=CC=NC=C3,0,0,0,1,0,1,0,0,0,0
C1=CC=C(C=C1)CS(=O)(=O)CC(=O)NC2=NC3=CC=CC=C3S2,0,1,0,0,0,0,0,1,1,0
C1=CC=C(C=C1)SCCCNC(=O)C2=C(C=CC(=C2)Cl)O,0,1,0,0,0,0,0,0,0,0
C1=CC=C2C(=C1)C(=CN2)CC(=O)NC3=NC4=CC=CC=C4N3,0,0,0,0,0,1,0,0,0,0
C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C=C(C=C3)NC(=S)NC(=O)C4=CC=C(C=C4)F,0,0,0,1,0,0,0,0,0,0
C1=CC=C2C(=C1)C(=O)NC(=N2)N/N=C\C3=CC=C(C=C3)F,0,0,0,1,0,0,0,0,0,0
C1=CC=C2C(=C1)C=C(C(=O)O2)C3=NC(=NO3)C4=CC=CS4,0,0,0,0,0,0,0,0,1,0
C1=CC=C2C(=C1)C=C(O2)C3=CC(=C4C(=C3)C=CN4)C(=O)N,0,0,0,1,0,0,0,0,0,0
C1=CC=C2C(=C1)C3=C(C(=O)N2)C(=O)N=C4N3C=CC=C4O,0,0,0,0,0,0,0,0,1,0
C1=CC=C2C=[N+](C=CC2=C1)CC(=O)C3=CC4=CC=CC=C4OC3=O.[Br-],0,0,0,1,0,0,0,0,0,0
C1=CC=NC(=C1)/C(=N/OC(=O)C2=C(C=C(C=C2)Cl)Cl)/N,0,0,0,0,0,1,1,0,0,0
C1=CC=NC(=C1)C(=O)NC2=NC3=C(S2)C=C(C=C3)F,0,0,0,0,0,1,1,0,0,0
C1=CC2=C(C=C1C(F)(F)F)NC(=O)C3=CN=C(N=C3N2)Cl,0,1,0,1,0,0,0,0,0,0
C1CC2=C(C1)N=C3C(=CNN3C2=O)C4=CC=C(C=C4)Cl,0,1,0,0,0,0,0,0,0,0
C1CCC(CC1)NC(=O)NC2=C(NC3=CC=CC=C32)C(=O)O,0,0,0,0,0,1,0,0,0,0
C1CCC2=C(C1)C(=O)N3C(=N2)C(=CN3)C4=CC=C(C=C4)Cl,0,1,0,0,0,0,0,0,0,0
C1CN(CCC12OCCO2)C(=O)C3=NOC(=C3)C4=CC=CC=C4,0,0,0,1,0,0,0,0,0,0
C1CNC(=O)C2=C(C1C3=CN=C(N3)N)C(=C(N2)Br)Br,0,1,0,0,0,0,0,1,0,0
C1COC2=C(O1)C=CC(=C2)NC(=O)C3=NC4=CC=CC=C4C=C3,0,0,0,1,0,0,0,0,1,0
C1COCCN1C(=O)C2=NOC(=C2)C3=C(C=C(C=C3)Cl)Cl,0,0,0,0,0,1,0,0,0,0
C1CSC2=C1N=C3C=C(NN3C2=O)C4=CC=CC=C4,0,0,0,1,0,0,0,0,0,0
CC(=O)C1=C2C=CC=C3C2=C(C=C1)C(=O)N(C3=O)CCC4=CC=CC=C4,0,0,0,0,0,1,0,0,0,0
CC(=O)NC1=CC(=C(C=C1)O)C2=NC3=CC=CC=C3S2,0,0,0,0,0,0,0,0,1,0
CC(C(=O)O)c1cc2c(Sc3ccccc3C(=O)C2)cc1,0,0,0,0,1,0,0,0,0,0
CC(C)CC(=O)NC1=CC2=NN(N=C2C=C1)C3=CC=CC=C3,0,0,0,1,0,0,0,0,0,0
CC(NC(=O)c1cc2ccccc2cc1O)c1ccc(cc1)S(C)(=O)=O,0,0,0,0,0,1,0,0,0,0
CC1=C(C(=C(C(=N1)OCC(=O)O)C#N)COC)Br,0,0,0,1,0,0,0,0,0,0
CC1=C(N=C(S1)NC(=O)C2=CC=CO2)C3=CC=CC=C3,0,0,0,1,0,1,0,0,0,0
CC1=C(OC(=N1)C)C(=O)NC2=C(C=CC(=C2)Cl)OC,0,0,0,0,0,1,0,0,0,0
CC1=C(SC=C1)/C=N/NC2=CC=CC(=C2)C(=O)O,0,0,0,1,0,1,1,0,0,0
CC1=C(SC=C1)C(=O)NC2=CC3=C(C=C2)N=C(S3)C,0,0,0,1,0,0,0,0,0,0
CC1=C2C(=CC=C1)SC(=N2)N3C(=C(C=N3)C(=O)C)C,0,0,0,1,0,0,0,0,0,0
CC1=CC(=C(C=C1)C(=O)O/N=C(/C2=CC=CC=N2)\N)C,0,1,0,0,0,0,0,0,0,0
CC1=CC(=CC=C1)N2C(=O)C3=C(N2)C4=C(C=C3)C(=O)C5=CC=CC=C5C4=O,0,1,0,0,0,0,0,0,1,0
CC1=CC(=CS1)C(=O)NC2=NC3=C(S2)CCCC3,0,0,0,1,0,1,0,0,0,0
CC1=CC(=NC(=C1C#N)SCC(=O)C2=CC=CC=C2)C,0,0,0,0,0,0,0,0,1,0
CC1=CC(=NN1)C(=O)N/N=C/C2=CC=CN2,0,0,0,1,0,0,0,0,0,0
CC1=CC(=NO1)C(=O)NC2=NC3=C(S2)CCCC3,0,0,0,1,0,0,0,0,0,0
CC1=CC=CC=C1NC(=O)C2=CN=C3C=CC=CN3C2=O,0,0,0,0,0,1,0,0,0,0
CC1=CC2=C(C=C1)N=C(S2)NC(=O)C3=CC=CC=N3,0,0,0,0,0,1,1,0,0,0
CC1=CC2=C(C=C1)N=C(S2)NC(=O)CCCC(=O)O,0,0,0,0,0,1,1,0,0,0
CC1=CC2=C(C=C1O)OC=C(C2=O)C3=CSC(=N3)C,0,0,0,0,0,1,0,0,0,0
CC1=CC2=C(C=CN=C2N1)C3=CC=C(C=C3)N(C)S(=O)(=O)C,0,0,0,1,0,0,0,0,0,0
CC1=CC2=NC3=C(C=C2C=C1)C=C(O3)C(=O)N(C)C4=CC=CC=C4,0,0,0,1,0,0,0,0,0,0
CC1=CSC2=C1C(=O)SC(=N2)NC(=O)C3=CC=CC=C3,0,0,0,0,0,0,0,0,1,0
CCOC(=O)C1=C(NC(=C1C)C(=O)CSC2=CC=CC=C2)C,0,0,0,1,0,0,0,0,0,0
CCOC(=O)C1=CC(=C(C=C1)OS(=O)(=O)C2=CC=CC=C2)OC,0,0,0,1,0,1,0,0,0,0
CCOC1=C(C2=C(N1)C3=CC=CC=C3C(=C2)O)C(=O)OCC,0,1,0,0,0,0,0,1,0,0
Cl.CC(C)N(CCC(=O)C1=CC=C2C=CC=CC2=C1)CC1=CC=CC=C1,0,0,0,0,1,0,0,0,0,0
CNS(=O)(=O)c1cccc(c1)C(=O)NCc1ccc(cc1)C(O)=O,0,0,0,0,0,1,0,0,0,0
COC1=C(C=C(C=C1)Br)C(=O)NC2=CC=CC=C2C3=CC=CC=C3,0,0,0,0,0,1,0,0,0,0
COC1=CC=CC=C1C(=O)NC2=CC3=CC=CC=C3OC2=O,0,0,0,1,0,1,0,0,0,0
COc1cc(cc(OC)c1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(O)=O,0,0,0,0,1,0,0,0,0,0
COc1ccc(NS(=O)(=O)c2cc(cs2)C(O)=O)cc1OC,0,0,0,0,0,1,0,0,0,0
COc1cccc(\C=N\c2cccc(C(O)=O)c2C)c1O,0,0,0,0,1,0,0,0,0,0
CS(=O)(=O)NC1=CC(=CC2=C1NC3=C2C=CN=C3)Cl,0,0,0,1,0,0,0,0,0,0
CS(=O)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F,0,1,0,0,0,0,0,1,0,0
CS(=O)c1ccc(cc1)-c1nc(c([nH]1)-c1ccncc1)-c1ccc(F)cc1,0,1,0,0,1,0,0,0,0,0
Nc1nc2n(COC(CO)CO)cnc2c(=O)[nH]1,0,0,0,0,1,0,0,0,0,0
O=C(ON=C1C2=CC=CC=C2C2=NC3=CC=CC=C3N=C12)C1=CC=CO1,0,1,0,1,1,0,0,0,0,0
OC(=O)c1ccc(cc1)S(=O)(=O)NCc1ccc2OCCOc2c1,0,0,0,0,0,1,0,0,0,0
OC(=O)c1ccc(CN2CCN(CC2)S(=O)(=O)c2cccc(c2)C(O)=O)cc1,0,0,0,0,0,1,0,0,0,0
OC(=O)c1cccc(c1)S(=O)(=O)N1CCC(Cc2ccccc2)CC1,0,0,0,0,0,1,0,0,0,0
C1=CC(=C(C=C1O)CC(=O)O)O,0,0,0,0,0,0,1,0,0,0
C1=CC=C(C=C1)OC2=CC=C(C=C2)C3=CC3=O,0,0,0,0,0,0,0,0,1,0
O=c1[nH]c2[nH]ncc2c(=O)[nH]1,0,0,0,0,1,0,1,0,0,0
O=c1[nH]c2c([nH]cn2)c(=O)[nH]1,0,0,0,0,1,0,0,0,0,0
Oc1cc2c(cc1)ccc(=O)o2,0,0,0,0,1,0,1,0,0,0
C1C(CN1C(=O)C2=CN=C(C(=N2)C3=CC(=C(C=C3)C(=O)N[C@H](CO)C4=CC(=CC(=C4)Br)F)F)N)O,0,1,0,0,0,0,0,1,0,0
C1CCC(C1)C2=CN=C(C=C2)CN(C3=CC(=C(C=C3)C(=O)O)O)C(=O)[C@H]4CCN4S(=O)(=O)C5=C(C(=C(C(=C5F)F)F)F)F,0,0,0,0,0,1,0,0,0,0
C1CCC(C1)C2=NC=C(N=C2)CN(C3=CC(=C(C=C3)C(=O)O)O)C(=O)[C@H]4CCN4S(=O)(=O)C5=C(C(=C(C(=C5F)F)F)F)F,0,0,0,0,0,1,0,0,0,0
C1CCC(CC1)C2=CN=C(C=C2)CN(C3=CC(=C(C=C3)C(=O)O)F)C(=O)[C@H]4CCN4S(=O)(=O)C5=C(C(=C(C(=C5F)F)F)F)F,0,0,0,0,0,1,0,0,0,0
C1CCC(CC1)C2=NN=C(C=C2)CN(C3=CC(=C(C=C3)C(=O)O)O)C(=O)[C@H]4CCN4S(=O)(=O)C5=C(C(=C(C(=C5F)F)F)F)F,0,0,0,0,0,1,0,0,0,0
CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)C(=O)NC5CCNC5=O)N,0,0,0,0,0,0,0,0,1,0
CC1=NC=CC(=C1)C2=NNC3=CC(=NC(=C32)CO)NC(=O)N[C@H](COC(F)F)C4=CC=CC=C4,0,1,0,0,0,0,0,1,0,0
CN1C=C2C=C(C=CC2=N1)C3=NNC4=CC(=NC=C43)NC(=O)N[C@H](COC)C5=CC=CC=C5,0,1,0,0,0,0,0,1,0,0
COC(=O)N1CCC(CC1)C2=CN=C(C(=N2)C3=CC(=C(C=C3)C(=O)N[C@H](CO)C4=CC=CC=C4)F)N,0,1,0,0,0,0,0,1,0,0
C/C(=C(/C#N)\C(=O)CSC1=NC2=C(N1)C=C(C=C2)OC)/N,0,0,0,1,0,0,0,0,0,0
C[C@@H](CO)NS(=O)(=O)C1=CC=C(C=C1)C2=C3C=C(NC3=NC=C2)C(F)(F)F,0,0,0,1,0,0,0,0,0,0
C[C@H](C1=CC=CC=C1)N2CC3=CC(=C(C=C3NC2=O)N)C(=NC(=O)C)N,0,1,0,0,0,0,0,1,0,0
C[C@H](C1=CC=CC=C1)NC(=O)NC2=CC3=NNC(=C3C(=N2)CO)CO,0,1,0,0,0,0,0,1,0,0
C[C@H](C1=CC=CC=C1)NC(=O)NC2=CC3=NNC(=C3C=N2)S(=O)(=O)C,0,1,0,0,0,0,0,1,0,0
C\C(C)=C\C(=O)O[C@H]1Cc2cc3ccc(=O)oc3cc2OC1(C)C,0,0,0,0,1,0,0,0,0,0
C1=CC=C(C(=C1)C(=O)O)NC(=O)C2=CC=C(C=C2)NC(=O)COC3=C(C=C(C=C3)Cl)Cl,0,1,0,0,0,0,0,0,0,0
C1=CC=C(C=C1)[C@@H](CO)NC(=O)C2=CC=C(C=C2)C3=C(N=CC(=C3)C4=CC=NC=C4)N,0,1,0,0,0,0,0,1,0,0
C1=CC=C(C=C1)C2=C(NC3=C2C=C(C=C3)Br)C(=O)N/N=C/C4=CC=C(C=C4)O,0,0,0,1,0,1,0,0,0,0
C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=CS3)/C=N/NC4=CC=C(C=C4)C(=O)O,0,0,0,1,0,0,0,0,0,0
C1=CC=C(C=C1)S(=O)(=O)CCC(=O)NC2=CC=CC(=C2)C3=NC4=CC=CC=C4S3,0,1,0,1,0,0,0,0,0,0
C1=CC=C2C(=C1)C(=CC(=N2)C3=CC=NC=C3)C(=O)N/N=C/C4=CC=CS4,0,0,0,1,0,1,0,0,0,0
C1=CC=C2C(=C1)C=C(C(=O)O2)C3=CC=C(C=C3)C(=O)NCC4=CN=CC=C4,0,0,0,0,0,1,0,0,0,0
C1=CC=C2C=C3C(=CC2=C1)NC(=N3)C4=CC(=CC=C4)NC(=O)CC5=CC=CS5,0,0,0,1,0,0,0,0,0,0
C1=COC(=C1)C(=O)NC2=C(C=CC(=C2)C3=NC4=C(O3)C=CC(=C4)Cl)Cl,0,0,0,0,0,0,0,0,1,0
C1C(=C(C2=C(S1)C=CC(=C2)Cl)Cl)/C=N/NC3=CC=CC(=C3)C(=O)O,0,0,0,1,0,0,0,0,0,0
C1CCN(CC1)S(=O)(=O)C2=C(C=CC(=C2)C(=O)NC3=NC=C(C=C3)Cl)Br,0,1,0,0,0,0,0,0,0,0
C1CN(CCN1C2=CC=CC=N2)C(=O)C3=CC=CN4C3=NC5=CC=CC=C5C4=O,0,0,0,0,0,1,0,0,0,0
C1COC2=C(O1)C=CC(=C2)C3=NN=C(O3)NC(=O)C4=CC=C(C=C4)CC5=CC=CC=C5,0,1,0,0,0,0,0,0,0,0
CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=C1C=C(C=C3)C(=O)O)OC)OC)OC,0,0,0,0,0,0,0,0,1,0
CC(C)[C@@H](C(=O)NC1=NC2=CC=CC=C2N1)NC(=O)C3=CC(=CC(=C3)OC)OC,0,0,0,1,0,1,0,0,0,0
CC(NC(=O)Cc1coc(n1)-c1ccccc1)c1ccc(cc1)S(N)(=O)=O,0,0,0,0,0,1,0,0,0,0
CC1=C(C(=O)OC2=NNC(=C12)C3=CC=C(C=C3)OC)CCO.C(=O)(C(=O)O)O,0,1,0,0,0,0,0,1,0,0
CC1=C(C(NC(=O)N1)C2=CC=CC=C2)C(=O)OCC3=CC4=C(C=C3)OCO4,0,1,0,0,0,0,0,0,0,0
CC1=C(C=CC(=C1)OCC2=NC(=NO2)C3=CC=C(C=C3)O)C(=O)C(=C)C,0,0,0,0,0,0,0,0,1,0
CC1=C(SC(=C1C(=O)OC)S(=O)(=O)NC2=CC3=C(C=C2)C=NN3)C(=O)OC,0,0,0,0,0,1,0,0,0,0
CC1=C2C(=CC(=N1)NC(=O)N[C@H](C)C3=CC=CC=C3)NN=C2NC(=O)C,0,1,0,0,0,0,0,1,0,0
CC1=C2C=CC(=CC2=NC(=N1)NC3=NC(=CC(=O)N3)C4=CC=CC=C4)OC,0,1,0,0,0,0,0,0,0,0
CC1=CC(=NC(=C1S(=O)(=O)C)N(C)NC(=O)C2=C(C=CC=C2F)F)C3=CC=CC=C3,0,0,0,0,0,0,0,0,1,0
CC1=CC(=O)N(C1=O)NC2=NC=C(C(=N2)C(F)(F)F)C(=O)C3=CC=CC=C3,0,1,0,1,0,0,0,0,0,0
CC1=CC=CC=C1C2=C(N(C3=CC=CC=C32)CCCOC4=CC=CC5=CC=CC=C54)C(=O)O,0,0,0,0,0,0,0,1,0,0
CC1=CC=CC=C1CNC(=O)C2=CC(=CN2)C3=NC(=NC=C3)N,0,1,0,0,0,0,0,1,0,0
CC1=CC=CC=C1N2C(=C(C(=O)NC2=O)/C=C/3\C4=CC=CC=C4N=C3C5=CC=CC=C5)O,0,1,0,0,0,0,0,0,0,0
CC1=CC2=C(C=C1)OC(=N2)C3=CC(=CC=C3)NC(=O)C4=CC=C(O4)Br,0,0,0,0,0,0,0,0,1,0
CC1=CSC(=N1)NC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=CO4,0,0,0,0,0,0,0,0,1,0
CC1=NC=CC(=C1)C2=NNC3=CC(=NC=C32)NC(=O)NCC(=O)O,0,1,0,0,0,0,0,1,0,0
Cc1nc(sc1C(=O)NCc1ccc(cc1)C(O)=O)-c1cccc(Cl)c1,0,0,0,0,0,1,0,0,0,0
CCC(=O)OC1=C(N=C(O1)C2=CC=CC=C2)C=NC3=CC=CC=C3OC,0,0,0,0,0,1,0,0,0,0
CCC1C(=O)NCCN1CC2=C(OC(=N2)C3=CC=C(C=C3)C4=CC=CC=C4)C,0,0,0,0,0,1,0,0,0,0
CCCC1=NC2=C(C=C(C=C2)NC(=O)C)C(=O)N1CC3=CC=C(C=C3)Cl,0,0,0,1,0,0,0,0,0,0
CCCCCCC1=C(C=C2C(=C1)C=C(C(=O)O2)C3=NN=C(O3)C4=CC=CC=C4O)O,0,1,0,0,0,0,0,0,0,0
CCCN(CCC)C(=O)C1=CC(=NC2=CC=CC=C21)C3=CC4=C(C=C3)OCO4,0,0,0,0,0,1,0,0,0,0
CCN(CC)C(=O)COC(=O)C1=CC(=NC2=CC=CC=C21)C3=CC=CO3,0,0,0,0,0,0,0,0,1,0
CCN(CC)C1=CC2=C(C=C1)C=C(C(=O)O2)C(=O)NC3=CC=CC=N3,0,0,0,1,0,1,0,0,0,0
CCN=C(C1=C(C=C2C(=C1)CN(C(=O)N2)[C@H](C)C3=CC=CC=C3)N)N,0,1,0,0,0,0,0,1,0,0
CCN1C2=C(N=C(C=C2C=N1)NC(=O)N[C@H](C)C3=CC=CC=C3)CO,0,1,0,0,0,0,0,1,0,0
CCOC(=O)C1=C(C)NC2=C(C1c1ccc(cc1)-c1ccccc1)C(=O)CC(C)(C)C2,0,0,1,0,0,0,0,0,0,0
CCOC(=O)C1=C(C2=C(N1)C=CC(=C2)OC)NS(=O)(=O)C3=C(C=C(C=C3)OC)OC,0,0,0,0,0,0,0,0,1,0
CCOC(=O)C1=CN=C(N=C1C(F)(F)F)N(C)N2C(=O)C=C(C2=O)C,0,1,0,1,0,0,0,0,0,0
CCOC(=O)C1=CN=C(N=C1NN2C(=O)C=C(C2=O)C)C3CC3,0,1,0,1,0,0,0,0,0,0
CCOC(=O)CN1C2=CC=CC=C2C(C1=O)(C3=C(NC4=CC=CC=C43)C)O,0,0,0,0,0,1,0,0,0,0
CCOC1=C(C(=CC(=N1)C(=O)NCC2=CC=C(C=C2)S(=O)(=O)C)N)Cl,0,1,0,0,0,0,0,1,0,0
CN(C)CCNC(=O)c1cccn2c1nc1cc3ccccc3cc1c2=O,0,0,0,0,1,0,0,0,0,0
CN(C)S(=O)(=O)c1cccc(c1)C(=O)OCc1nnc(o1)-c1ccccc1,0,0,0,0,0,1,0,0,0,0
CN1C=C(C(=N1)C(=O)NC2=CC(=CC(=C2)OC3=CC=CC=C3)[N+](=O)[O-])[N+](=O)[O-],0,1,0,0,0,1,1,0,0,0
CN1C=CC=C1C2=NC3=C(N2)C=C(C=C3)NC(=O)C4=CC=CS4,0,1,0,0,0,0,0,1,0,0
CN1CCC(CC1)NC(=O)C2=CC3=C(NN=C3S2)C4=CC=CC=C4,0,1,0,0,0,0,0,1,0,0
CN1CCN(CC1)c1nc(C2=C(C(=O)NC2=O)c2c[nH]c3ccccc23)c2ccccc2n1,0,0,0,0,1,0,0,0,0,0
CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl.C(CC(=O)O)C(=O)O,0,1,0,0,0,0,0,0,1,0
Cn1cnnc1Sc1ccc(NS(=O)(=O)c2cccc(c2)C(O)=O)cc1,0,0,0,0,0,1,0,0,0,0
COC1=C(C=C(C(=C1)/C=C\2/C(=O)C3=C(C2=O)C(=CC=C3)[N+](=O)[O-])Br)O,0,1,0,0,0,0,0,1,0,0
COC1=CC(=C(C=C1)OC)NC(=O)C2=CC(=NN2)C3=C(C=CC(=C3)Cl)O,0,1,0,0,0,0,0,1,0,0
COC1=CC=C(C=C1)C(=O)NC2=CC(=CC3=C2NC4=C3C=CN=C4)Cl,0,0,0,1,0,0,0,0,0,0
COc1ccc(CN2CCN(CC2)S(=O)(=O)c2cc(cs2)C(O)=O)cc1OC,0,0,0,0,0,1,0,0,0,0
CS(=O)(=O)c1ccc(NC(=O)COC(=O)c2ccc3cn[nH]c3c2)cc1,0,0,0,0,0,1,0,0,0,0
NS(=O)(=O)c1cccc(NC(=O)Cc2csc(Cc3ccccc3)n2)c1,0,0,0,0,0,1,0,0,0,0
O=C(Nc1ccc2[nH]nc(-c3ccc4[nH]ccc4c3)c2c1)c1c(Cl)cccc1Cl,0,0,0,0,1,0,0,0,0,0
O=C(Nc1cccc(c1)-n1cnnn1)c1csc(n1)-c1ccccc1,0,0,0,0,0,1,0,0,0,0
OC(=O)c1cccc(CN2C(=O)SC(Nc3cccc4ccccc34)C2=O)c1,0,0,0,0,0,1,0,0,0,0
OC1=CC(C2=CC=CC=C2)=NC3=C(C(N[C@H]4CCCC[C@H]4C(O)=O)=O)C=NN13,0,0,0,0,1,0,0,0,0,0
C1COCCC1NC2=NC=C(C(=N2)C3=CC4=C(CN(C4=O)CC(=O)NC(CC(F)F)C5=CC=CC=C5)C=C3)Cl,0,1,0,0,0,0,0,1,0,0
CC(C)([C@H](C1=CC=CC=C1)NC(=O)CN2CC3=C(C2=O)C=C(C=C3)C4=NC(=NC=C4Cl)NC5CCOCC5)O,0,1,0,0,0,0,0,1,0,0
C/C(=C\C1=NC2=CC=CC=C2OC1=O)/O,0,0,0,1,0,0,0,0,1,0
C1=CC(=CC=C1C2=NN=NN2CC(=O)O)F,0,0,0,1,0,0,0,0,0,0
C1=CC=C(C=C1)C(=O)/C=C/NC2=CC(=CC=C2)O,0,0,0,1,0,1,0,0,1,0
C1=CC=C(C=C1)C(=O)CC2C(=O)NC3=CC=CC=C3N2,0,0,0,0,0,1,0,0,0,0
C1=CC=C(C=C1)C(=O)N=NC2=C3C=CC=CC3=C(N2)N,0,0,0,1,0,0,0,0,0,0
C1=CC=C(C=C1)C(=O)O/N=C(/C2=CC=CC=N2)\N,0,0,0,0,0,1,1,0,0,0
C1=CC=C(C=C1)C2=NC(=C(O2)O)C=NC3=CC=CC=C3,0,0,0,0,0,0,0,0,1,0
C1=CC=C(C=C1)CC2=NOC(=N2)C3=CC=CC=C3O,0,0,0,1,0,0,0,0,0,0
